turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,1033.5272106570735,152303.18123185972,93083.9021233239,75
1,1,226.22763744134275,45878.25498501566,34102.685615738614,75
1,2,184.17380801444975,36717.829693683365,17600.218235647382,75
1,3,230.36782994543347,51313.05654315813,25604.237331662756,75
1,4,392.7579352558475,18394.040010002573,15776.760940275155,75
2,0,952.5625077730297,196757.0128459875,105890.95657789282,37
2,1,211.78413275320858,53540.63409083803,39160.27223060985,37
2,2,161.11824974200596,55313.9064023852,20179.40228630667,37
2,3,206.9304177506179,68031.14560546423,29044.563945418162,37
2,4,372.72970752719726,19871.326747300045,17506.71811555814,37
3,0,1047.4375659314678,148116.60759935805,115063.60832006956,66
3,1,231.44263946021687,50741.44364411893,41902.79030473831,66
3,2,208.60308972774746,35281.27148750443,20890.58299139341,66
3,3,249.37014031120398,41621.42755651936,32146.586368212502,66
3,4,358.0216964322996,20472.46491121533,20123.648655725334,66
