turn,player,budget,action1,action2,action3,action4,action5,action6
1,1,70,Collect frequency:2,Maintenance of water treatment facilities:false
1,2,67,Collect frequency:2,Maintenance of water treatment facilities:false
1,3,70,Collect frequency:2,Maintenance of water treatment facilities:false
1,4,82,Collect frequency:2,Maintenance of water treatment facilities:false
2,1,44,Collect frequency:4,Maintenance of water treatment facilities:false
2,2,42,Collect frequency:4,Maintenance of water treatment facilities:false
2,3,65,Collect frequency:2,Maintenance of water treatment facilities:false
2,4,53,Collect frequency:4,Maintenance of water treatment facilities:false
3,1,2,Collect frequency:4,Maintenance of water treatment facilities:false,Drain and dredge:low,Organise sensibilization events about waste sorting
3,2,10,Collect frequency:4,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:high
3,3,5,Collect frequency:4,Maintenance of water treatment facilities:false,Make farmers participate in building collection pits for pesticide packagings
3,4,6,Collect frequency:4,Maintenance of water treatment facilities:false,Drain and dredge:high
4,1,8,Collect frequency:4,Maintenance of water treatment facilities:false,Help farmers to buy manure:high
4,2,6,Collect frequency:4,Maintenance of water treatment facilities:false,Help farmers to buy manure:high
4,3,28,Collect frequency:4,Maintenance of water treatment facilities:false,Help farmers to buy manure:low
4,4,38,Collect frequency:4,Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting
