turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,1481.5776012617994,189148.71785921545,93735.81724402419,74
1,1,312.211093914029,55159.60651041098,34361.160123814065,74
1,2,211.6333843298814,46351.48657750455,18100.314924514663,74
1,3,296.48765435434314,60853.5703405522,25451.243027136807,74
1,4,661.2454686635459,26784.054430747714,15823.099168558669,74
2,0,728.5595327684509,317239.39357949083,110961.44416194007,0
2,1,116.40137617418529,93399.94756967881,41980.74610215564,0
2,2,73.6672900913935,77934.34035325494,21292.22859132152,0
2,3,149.73945035626363,99921.677431642,29732.014573579912,0
2,4,388.7514161466085,45983.428224915086,17956.45489488301,0
3,0,968.8953316129157,364333.99549557036,123424.21435677892,0
3,1,198.5451925466945,108628.32659530532,47606.42142909247,0
3,2,149.0794016364697,83045.36329890003,22854.33219814708,0
3,3,145.6206162376582,126807.87627842219,33612.31910927125,0
3,4,475.65012119209337,45852.42932294277,19351.14162026812,0
4,0,1217.3438464337364,359821.88380329526,131662.07556092116,0
4,1,251.4059633459629,112543.77298914123,51201.44312308435,0
4,2,175.36803691840507,81200.20210382905,23654.339806052114,0
4,3,247.35519912113816,119441.6012808267,36573.84869190145,0
4,4,543.2146470482304,46636.30742949822,20232.443939883247,0
