turn,player,budget,action1,action2,action3,action4,action5,action6
Maintenance of water treatment facilities:false,Install water treatment facilities for every home:(P1%90;P2%30;P3%40;P4%40;)
Maintenance of water treatment facilities:false,Drain and dredge:low,Organise sensibilization events about waste sorting
Maintenance of water treatment facilities:false,Trimestrial collective collect of wastes action:low
Maintenance of water treatment facilities:false,Trimestrial collective collect of wastes action:low
Maintenance of water treatment facilities:false,Trimestrial collective collect of wastes action:low,Help farmers to reduce pesticides use
Maintenance of water treatment facilities:false,Put part of the fields in fallow,Help farmer buy manure:low,Trimestrial collective collect of wastes action:low
Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting,Trimestrial collective collect of wastes action:low,Help farmers to reduce pesticides use,Help farmer buy manure:low
Maintenance of water treatment facilities:false
Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting
Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting
Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting,Trimestrial collective collect of wastes action:low
Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting
Maintenance of water treatment facilities:true,Organise sensibilization events about waste sorting
Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting
Maintenance of water treatment facilities:false
Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting
