turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,5388.16520617495,191351.08516576583,92451.01072098754,75
1,1,1096.2699248170456,54602.45565281986,33812.600505022405,75
1,2,1421.781594008545,46599.524116997614,17521.305111794736,75
1,3,1440.7803442243999,61994.08976600942,25430.208200028745,75
1,4,1429.3333431249596,28155.015629938935,15686.89690414166,75
2,0,5325.6076044598285,314070.80528024596,105326.84482828557,1
2,1,1079.1312810478314,89489.52513341598,39182.7424735533,1
2,2,1409.2739107249597,77800.13354027871,20484.743514972844,1
2,3,1425.9566297235458,100107.31346113505,28357.929313050332,1
2,4,1411.2457829634911,46673.833145416196,17301.429526709093,1
3,0,5256.845761716897,404333.2635181139,112160.47216442037,0
3,1,1056.5428213468779,115845.37868876665,42268.81999700949,0
3,2,1399.4039827495615,100215.96565954907,21511.749569576925,0
3,3,1408.1133305484866,127917.27017988682,30426.769867773004,0
3,4,1392.7856270719708,60354.64898991129,17953.13273006096,0
4,0,5196.905211897993,471422.5068347457,115985.42839029248,0
4,1,1034.7916372117638,135825.97573367978,43930.5969646244,0
4,2,1395.323463519438,116130.84418236662,21900.25409599113,0
4,3,1391.9531420707585,148856.529739075,31942.084465990363,0
4,4,1374.8369690960326,70609.15717962431,18212.492863686573,0
5,0,5134.946684628094,522867.7453504574,118921.33419329434,0
5,1,1010.543506668435,151377.7970838462,45253.33262286451,0
5,2,1391.3277720795336,127836.51198401075,22155.822327564438,0
5,3,1375.9592737723763,164794.79375559598,33048.42789864458,0
5,4,1357.1161321077484,78858.64252700441,18463.751344220833,0
6,0,5066.245971838367,563222.0537541471,121887.94393496013,0
6,1,983.8358831563326,163709.96938233593,46591.01590908217,0
6,2,1385.514160757988,136599.5973164447,22528.491156714867,0
6,3,1357.0619903434585,176901.99826208578,33974.545180037414,0
6,4,1339.8339375805879,86010.48879328067,18793.891689125678,0
7,0,5008.412119309261,598092.4064932427,124856.38336392683,0
7,1,959.7355562224062,175065.20851856188,47935.61853199178,0
7,2,1381.326516575341,143590.43730057016,22940.111128751225,0
7,3,1340.3918213932775,187027.8766754807,34925.7215454761,0
7,4,1326.9582251182362,92408.88399862996,19054.93215770772,0
8,0,4948.5455721058015,626386.6958929147,127620.27580396544,0
8,1,938.6731833806816,184433.4253141923,49040.7587585511,0
8,2,1378.0099479537766,149009.1826774459,23269.359181934364,0
8,3,1319.1596221739785,194800.64895276894,35707.13631435302,0
8,4,1312.7028185973647,98143.4389485074,19603.02154912696,0
