turn,player,budget,action1,action2,action3,action4,action5,action6
1,1,52,Collect frequency:4,Maintenance of water treatment facilities:false
1,2,48,Collect frequency:4,Maintenance of water treatment facilities:false
1,3,52,Collect frequency:4,Maintenance of water treatment facilities:false
1,4,63,Collect frequency:4,Maintenance of water treatment facilities:false
2,1,54,Collect frequency:4,Maintenance of water treatment facilities:false
2,2,47,Collect frequency:4,Maintenance of water treatment facilities:false
2,3,52,Collect frequency:4,Maintenance of water treatment facilities:false
2,4,71,Collect frequency:4,Maintenance of water treatment facilities:false
