turn,player,budget,action1,action2,action3,action4,action5,action6
1,1,12,Collect frequency:2,Maintenance of water treatment facilities:false,Help farmers to buy manure:low,Make farmers participate in building collection pits for pesticide packagings
1,2,50,Collect frequency:2,Maintenance of water treatment facilities:false,Help farmers to buy manure:low
