turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,1431.2491012950259,191660.51946032472,93278.71102704745,74
1,1,307.0238860830946,55491.7224115049,34096.33826983352,74
1,2,183.49621005479258,47400.783843290716,17725.49633636041,74
1,3,301.24557742115763,61106.51737631613,25597.89160471991,74
1,4,639.483427735981,27661.495829212963,15858.984816133614,74
2,0,736.9087594079756,321276.07857780857,92352.20735309456,0
2,1,146.418998593024,93511.1308784851,34454.164129184785,0
2,2,60.729016926815845,79717.2638549826,17860.249457910213,0
2,3,140.5971257609403,100653.33435248391,25072.066209234257,0
2,4,389.16361812719543,47394.34949185698,14965.727556765318,0
3,0,1242.068150214878,330054.5239922501,80670.04391579656,0
3,1,287.99412340390336,98365.55674895768,30096.815839481627,0
3,2,119.52984075466685,81552.1403410915,15642.662756141988,0
3,3,275.34598509117603,107417.56666913487,22391.184233313284,0
3,4,559.1982009651317,42719.260233066045,12539.38108685967,0
4,0,1892.6342189754819,341342.4852035094,51608.76919592076,0
4,1,372.1638764792325,100015.91238611497,18479.133137770947,0
4,2,197.5950086429733,83542.81397832907,10847.746758889398,0
4,3,384.2492763691909,112982.27345337215,14691.379990478486,0
4,4,938.6260574840852,44801.48538569319,7590.50930878193,0
